Date,Salesperson,Customer Name,Car Make,Car Model,Car Year,Sale Price,Commission Rate,Commission Earned
12-07-2022,Denise Hoover,Michael Vaughn,Toyota,Corolla,2015,17965,0.1195736301700838,2148.14
12-06-2022,Paula Torres,Tara Woods,Ford,F-150,2019,39526,0.085715557,3387.99
29-12-2022,Gary Wells,Timothy Berry,Chevrolet,Silverado,2021,19414,0.139691643,2711.97
02-05-2022,Mark Woodard,Andrew Richards,Ford,F-150,2014,26634,0.08568327,2282.09
10-04-2023,Jesus Schmidt,Theresa Lambert,Chevrolet,Silverado,2022,10227,0.063265717,647.02
24-04-2023,Lauren Ball,William Ashley,Nissan,Altima,2014,24401,0.1289307004029025,3146.04
28-08-2022,William Campbell,Philip Adams,Nissan,Altima,2013,44681,0.054200006,2421.71
31-10-2022,Nicholas Hill,Angela Lopez,Ford,F-150,2016,18281,0.077368854,1414.38
30-11-2022,Heather Campbell,Eric Townsend,Chevrolet,Silverado,2010,32791,0.1248241898668528,4093.11
20-02-2023,Deanna Johnson,Spencer Burnett,Ford,F-150,2022,21579,0.080734162,1742.16
08-07-2022,Susan Miller,Margaret Morse,Ford,F-150,2011,24283,0.093908413,2280.38
06-07-2022,Randall Bennett,Roger Frazier,Ford,F-150,2012,11699,0.085746615,1003.15
19-04-2023,Jessica James,Zoe Rodriguez,Chevrolet,Silverado,2018,21112,0.1143664118205591,2414.5
30-01-2023,George Randolph,Kayla Pham,Honda,Civic,2020,43524,0.1396424059637051,6077.8
11-11-2022,Francisco Villanueva,Bryan Walter,Nissan,Altima,2022,13561,0.1371347463462593,1859.68
30-01-2023,Kathleen Jackson,Timothy Hodge,Chevrolet,Silverado,2019,20029,0.1261092905988738,2525.84
19-05-2022,Tommy Howell,Anne Henderson,Honda,Civic,2011,35883,0.059740134,2143.66
31-08-2022,Amanda Lopez,Gregory Johnson,Toyota,Corolla,2010,37992,0.092685972,3521.33
05-09-2022,Sharon Jackson DDS,Charles Jackson,Nissan,Altima,2019,31532,0.069044972,2177.13
01-11-2022,John Riggs,Kendra James,Chevrolet,Silverado,2022,35492,0.060970213,2163.95
12-11-2022,Tyrone Baker,Omar Mcdowell,Chevrolet,Silverado,2016,42150,0.1495242884784713,6302.45
25-01-2023,Ashley Smith,Mary Collins,Chevrolet,Silverado,2015,16264,0.1175871748973762,1912.44
11-05-2022,Rebecca Walker,Cynthia Taylor,Nissan,Altima,2014,29342,0.086994127,2552.58
17-04-2023,Cheryl Downs,Tonya Davis,Honda,Civic,2019,48237,0.1378162730506033,6647.84
12-05-2022,Jennifer Todd,Luke Alvarado,Toyota,Corolla,2017,12470,0.064121717,799.6
03-05-2022,Anna King,Shelley Houston,Nissan,Altima,2020,35669,0.053581306936474,1911.19
20-07-2022,Derrick Jackson,Jackson Bishop,Ford,F-150,2014,11982,0.1048376724687091,1256.16
13-01-2023,Natasha Mitchell,Brian Gregory,Ford,F-150,2016,40763,0.085531432,3486.52
18-12-2022,Shannon Hahn,Mary Thompson,Nissan,Altima,2012,25644,0.088221704,2262.36
11-01-2023,Jessica Brown,Carol Russell,Ford,F-150,2012,25334,0.05532793,1401.68
03-08-2022,Jennifer Martinez,Brian Ramirez,Honda,Civic,2016,30359,0.1161495701939327,3526.18
29-07-2022,Jerome Smith,Krystal Martinez,Toyota,Corolla,2019,21535,0.097648167,2102.85
30-08-2022,Lindsey Richards,Bradley Keller,Nissan,Altima,2014,22483,0.089364218,2009.18
23-11-2022,Vincent Jones,Kathleen Bailey,Nissan,Altima,2022,13851,0.069263948,959.37
24-07-2022,Cynthia Williams,Amber Sparks,Nissan,Altima,2021,35751,0.1249663018136092,4467.67
07-01-2023,Alan Thompson,Johnathan Rivas,Toyota,Corolla,2016,46486,0.1190169157409433,5532.62
28-11-2022,Kelly Parks,Eugene Carroll,Ford,F-150,2017,49619,0.065572541,3253.64
22-06-2022,Chelsea Simpson,Johnny Weiss,Honda,Civic,2017,45985,0.1133796339642846,5213.76
17-06-2022,Kimberly Hines,Cynthia Carpenter,Chevrolet,Silverado,2022,26328,0.082836545,2180.92
12-03-2023,Brandi Scott,Charles Davis,Nissan,Altima,2010,43740,0.1349371528608244,5902.15
30-08-2022,Sarah Green,Scott Little,Ford,F-150,2010,40388,0.1400096069841406,5654.71
18-04-2023,Kyle Vaughn,Karen Guzman,Nissan,Altima,2021,34915,0.1210523302173722,4226.54
06-03-2023,Daryl Padilla,Megan Bishop,Honda,Civic,2015,32194,0.1282054276319152,4127.45
28-07-2022,Allison Monroe,Michael Smith,Toyota,Corolla,2013,26784,0.080997826,2169.45
13-01-2023,Alexander Key,Melissa Rodriguez,Ford,F-150,2021,23313,0.096151332,2241.58
01-06-2022,Kayla Clark,Ms. Dana Fleming,Honda,Civic,2012,18360,0.053143215,975.71
13-06-2022,Theresa Schaefer,Erik Garza,Honda,Civic,2016,17809,0.074353418,1324.16
09-01-2023,Jane Morris,Sharon Heath,Ford,F-150,2014,46988,0.094305993,4431.25
21-11-2022,Gary Andrade,Mike Hamilton,Toyota,Corolla,2018,45640,0.1143346812402976,5218.23
19-06-2022,Karen Barton,Bryan Luna,Nissan,Altima,2017,40943,0.08905826,3646.31
18-08-2022,Trevor Hart,Mark Hanson,Nissan,Altima,2022,44014,0.1039278732994014,4574.28
02-02-2023,Jack Kaiser,Mary Farmer,Toyota,Corolla,2017,16043,0.1046497412470889,1678.9
25-01-2023,Tony Jones,David Wood,Toyota,Corolla,2014,15010,0.088859935,1333.79
09-06-2022,Christopher Wright,Michael Hogan,Chevrolet,Silverado,2019,39720,0.1377713734075764,5472.28
23-07-2022,Timothy Benson,Pamela Meyers,Honda,Civic,2022,40808,0.1057884910021691,4317.02
27-11-2022,Sharon Rodriguez,Frank Miller,Ford,F-150,2011,40419,0.1459861031861291,5900.61
15-05-2022,Casey Evans,Andrew Phillips,Toyota,Corolla,2018,20365,0.089614183,1824.99
09-08-2022,Brent Hayden,Kristopher Garcia,Nissan,Altima,2019,11889,0.1307827811653958,1554.88
01-11-2022,Melissa Mann,William Gill,Honda,Civic,2013,16191,0.095769335,1550.6
20-06-2022,Erin Smith,Dalton Cross,Chevrolet,Silverado,2010,24611,0.062847803,1546.75
11-08-2022,Sarah Carter,Samuel Ball,Honda,Civic,2012,20708,0.09278116,1921.31
11-06-2022,Jeffrey Weeks,Miss Erica Case,Ford,F-150,2016,14763,0.1434326003133163,2117.5
14-04-2023,Brenda Wang,Benjamin Lee,Ford,F-150,2015,42391,0.1082838608037891,4590.26
11-04-2023,Kimberly Lane,Ivan Wright,Nissan,Altima,2013,40977,0.077787058,3187.48
03-01-2023,Sarah Barker,Heidi Stevens,Nissan,Altima,2011,26120,0.1289347955794204,3367.78
28-04-2023,Anthony Henderson,Ashley Rhodes,Honda,Civic,2012,17579,0.1137683937140441,1999.93
15-09-2022,Natasha Hammond,Ariel Harrison,Ford,F-150,2013,45639,0.1086527641831429,4958.8
17-09-2022,Heather Lewis,Dawn Bush,Chevrolet,Silverado,2015,31696,0.09955392,3155.46
28-04-2023,Alexis Marquez,Dalton Mccarty,Honda,Civic,2017,31272,0.071361168,2231.61
10-12-2022,Tiffany Snyder,John Liu,Ford,F-150,2015,21573,0.1197719748539518,2583.84
18-03-2023,Ashley Baker,Christopher Clements,Toyota,Corolla,2014,12559,0.1087264894185031,1365.5
15-08-2022,Allison Garcia,Christopher Gates,Nissan,Altima,2017,18613,0.07859197,1462.83
23-11-2022,Mark Jones,Melissa Gilbert,Toyota,Corolla,2017,28183,0.096919165,2731.47
04-08-2022,Robert Owens,Karen Smith,Ford,F-150,2021,40264,0.07463757,3005.21
08-07-2022,Mrs. Samantha Coleman,Samantha Thomas,Chevrolet,Silverado,2020,10496,0.097622337,1024.64
04-09-2022,Shannon Gonzales,Vanessa Velez,Toyota,Corolla,2020,41747,0.077885611,3251.49
18-03-2023,Carlos Baker,Thomas Bryant,Ford,F-150,2012,42553,0.066343706,2823.12
19-06-2022,Zachary Reed,Kimberly Lee,Chevrolet,Silverado,2016,30920,0.065856924,2036.3
10-12-2022,Jennifer Boyd,Jacob Spencer,Toyota,Corolla,2014,41720,0.060362669,2518.33
09-11-2022,Jacob Smith,Jennifer Kirk,Nissan,Altima,2021,18139,0.089298757,1619.79
16-04-2023,Julie Rodriguez,Matthew Sampson,Toyota,Corolla,2014,37556,0.1300945049607203,4885.83
24-03-2023,Donald Moore,Melinda Garcia,Honda,Civic,2021,39695,0.1458048412406908,5787.72
12-02-2023,Trevor Mcgee,Dennis Ryan,Toyota,Corolla,2011,20121,0.088645557,1783.64
04-09-2022,Michael Carr,Felicia Bass,Nissan,Altima,2018,30515,0.1107141881254714,3378.44
21-05-2022,David Carrillo,Marissa Smith,Toyota,Corolla,2019,27606,0.1320638880145106,3645.76
05-01-2023,Victor Krause,Lisa Sims,Nissan,Altima,2014,17647,0.093540276,1650.71
10-02-2023,Molly Forbes,Kimberly Choi,Nissan,Altima,2020,11752,0.07153878,840.72
30-11-2022,Edward Butler,Joseph Fletcher,Nissan,Altima,2016,13398,0.065701108,880.26
29-11-2022,Jennifer George,Lisa Butler,Toyota,Corolla,2020,26852,0.137287663,3686.45
15-02-2023,Tina Lopez,Mary Perez,Ford,F-150,2019,14814,0.1464431173162591,2169.41
07-01-2023,Steve Tate,Ashley Burgess,Chevrolet,Silverado,2015,21695,0.076413118,1657.78
25-12-2022,Angela Jones,Brandon Pennington,Toyota,Corolla,2015,12998,0.1343245956800611,1745.95
16-04-2023,Billy Robles,Hailey Lee,Honda,Civic,2014,45316,0.1009330077475824,4573.88
13-05-2022,Kathryn Hamilton,Cole Jones,Chevrolet,Silverado,2020,36592,0.0598169476194826,2188.82
23-01-2023,Paul Horn,Brandon Poole,Nissan,Altima,2016,30607,0.1034738409733718,3167.02
27-08-2022,Katelyn Dominguez,Lauren Hancock,Nissan,Altima,2015,25204,0.080572119,2030.74
26-11-2022,Tonya Sutton,Phillip Evans,Chevrolet,Silverado,2013,27706,0.1484585759563112,4113.19
23-12-2022,Ruben Hall,Jimmy Noble,Nissan,Altima,2018,25326,0.1365641052817875,3458.62
24-09-2022,Sarah Noble,Tina Payne,Chevrolet,Silverado,2015,15007,0.059126543,887.31
13-12-2022,Alexander Long,Tara Owens,Toyota,Corolla,2013,39988,0.118185934309399,4726.02
03-08-2022,Renee Johnson,Sarah Graham,Ford,F-150,2020,25973,0.125157901335924,3250.73
04-02-2023,Christy Miller,Zachary Bailey,Chevrolet,Silverado,2017,33739,0.093297367,3147.76
26-05-2022,Cheryl Freeman MD,Cameron Abbott,Honda,Civic,2012,38330,0.125376393163334,4805.68
26-04-2023,Teresa Garza,Robert Carpenter,Chevrolet,Silverado,2011,10384,0.062601801,650.06
12-08-2022,Laura Lucero,Jesus Newman,Honda,Civic,2013,47307,0.096343058,4557.7
03-01-2023,Shelly Allen,Kevin Sanders,Ford,F-150,2011,35962,0.065942281,2371.42
11-03-2023,Jo Fischer,Gabrielle Adams,Nissan,Altima,2019,37987,0.085540011,3249.41
05-03-2023,Craig Nelson,Sherry Wade,Honda,Civic,2018,45262,0.050545879,2287.81
08-04-2023,Diana Turner,Kenneth Peters,Nissan,Altima,2014,15530,0.075405645,1171.05
28-06-2022,Dalton Rodriguez,Stephanie Miller,Chevrolet,Silverado,2020,36896,0.1113400932793625,4108.0
09-06-2022,Kimberly Mendez,Brett Peterson,Chevrolet,Silverado,2012,44197,0.1124902608127148,4971.73
20-04-2023,Megan Nolan,Dr. Ruben Alexander,Honda,Civic,2018,41347,0.08989336,3716.82
31-12-2022,Melissa Pham,Erica Myers,Toyota,Corolla,2020,24428,0.1187510053034687,2900.85
14-12-2022,Steven Atkinson,Andrea Garcia,Toyota,Corolla,2019,38114,0.09010407,3434.23
23-04-2023,Brittney Foley,Robert Reid,Chevrolet,Silverado,2013,16564,0.082237121,1362.18
29-07-2022,Michael Marshall,Maria Ramirez,Nissan,Altima,2011,46767,0.0562368688391151,2630.03
14-04-2023,Calvin Kelley,Andrew Sullivan,Toyota,Corolla,2019,14083,0.098506071,1387.26
04-11-2022,Juan Kelly,Caitlin Lewis,Ford,F-150,2020,43153,0.092238121,3980.35
25-02-2023,Connie Webb,Johnny Galloway,Toyota,Corolla,2022,33118,0.1050949349033812,3480.53
11-09-2022,Phillip Carroll,Melissa Garcia,Toyota,Corolla,2018,21517,0.075971083,1634.67
13-04-2023,Vanessa Briggs,Samantha Perez,Nissan,Altima,2011,44854,0.1140470773906619,5115.47
26-02-2023,Tony Armstrong,Tamara Hanna,Toyota,Corolla,2013,46994,0.1489578289753682,7000.12
28-07-2022,James Fields,Stephanie King,Chevrolet,Silverado,2011,21444,0.1170057507342314,2509.07
17-08-2022,Jennifer Gay,Brian Moreno,Nissan,Altima,2014,31597,0.1381200080471334,4364.18
29-03-2023,Vicki Hernandez,Shannon Byrd,Nissan,Altima,2016,21772,0.1310342323312983,2852.88
19-11-2022,Jamie Odom,Amber Hopkins,Honda,Civic,2011,45953,0.093169994,4281.44
12-04-2023,Joshua Riddle,Caitlyn Jacobs,Ford,F-150,2016,24155,0.1493483337972879,3607.51
06-12-2022,Sarah Davis,Matthew Shepherd,Chevrolet,Silverado,2022,46467,0.1123892650667065,5222.39
13-05-2022,Sherri Stanley,Natasha Fisher,Nissan,Altima,2010,16012,0.095125496,1523.15
03-06-2022,Hayley Hunt,Heather James,Honda,Civic,2014,14737,0.1348382865607156,1987.11
20-08-2022,Carmen Davis,Carlos Parker,Chevrolet,Silverado,2021,41851,0.067880529,2840.87
19-07-2022,Andre Alexander,Natalie Blake,Honda,Civic,2012,27002,0.077950423,2104.82
03-08-2022,Kenneth Ramos,Tara Jordan,Honda,Civic,2017,37976,0.1162514972514509,4414.77
07-07-2022,Sheryl Coffey,Frank Mckee,Ford,F-150,2010,38113,0.1131286463420858,4311.67
05-01-2023,Kevin Jackson,Laura Brown,Chevrolet,Silverado,2011,27840,0.098978961,2755.57
04-04-2023,Andrew Phelps,Ryan Bradley,Honda,Civic,2021,20672,0.090199368,1864.6
18-01-2023,Katherine White,Charles Brown,Nissan,Altima,2019,15171,0.117134890183571,1777.05
12-01-2023,Michele Durham,Laurie Miller,Chevrolet,Silverado,2015,44702,0.1107756612092714,4951.89
12-11-2022,Tiffany Shields,Allison Morris,Chevrolet,Silverado,2020,43007,0.073319519,3153.25
09-10-2022,Adam Sharp,Jason Welch,Ford,F-150,2021,30572,0.063751306,1949.0
12-11-2022,Shawn Valdez,Michael Jones,Nissan,Altima,2017,19186,0.1372112733643904,2632.54
08-03-2023,Toni Kim,James Bolton,Ford,F-150,2012,39625,0.1106446518483098,4384.29
23-11-2022,Diane Clark,Brooke Fowler,Ford,F-150,2014,35590,0.056270526,2002.67
26-11-2022,Sara Estrada,Jennifer Mahoney,Chevrolet,Silverado,2014,38351,0.095382453,3658.01
06-04-2023,Jessica Yates,Barbara Lyons,Nissan,Altima,2017,11243,0.1172137896526356,1317.83
26-10-2022,Kathleen Ray,Eileen Nolan,Nissan,Altima,2011,36988,0.1104361623130877,4084.81
14-08-2022,Nicole Black,Billy Banks,Chevrolet,Silverado,2019,15208,0.1323321926057088,2012.51
29-07-2022,Rachel Davis,Audrey Walsh,Nissan,Altima,2010,33507,0.075324464,2523.9
30-11-2022,Edward Hoffman,Yvonne Johnston,Nissan,Altima,2012,29083,0.065535235,1905.96
25-01-2023,Aaron Hernandez,Tabitha Ware,Chevrolet,Silverado,2018,46276,0.1158955206209091,5363.18
19-07-2022,Alexis Knight,Katherine Galvan,Toyota,Corolla,2015,33810,0.054529258,1843.63
26-09-2022,Lori Thompson,Randy Simmons,Chevrolet,Silverado,2013,35598,0.096054606,3419.35
12-09-2022,Lori Smith,Christy Wagner,Chevrolet,Silverado,2014,27562,0.1263370465531969,3482.1
26-11-2022,Kelly Sutton,Ronald Jones,Nissan,Altima,2021,45680,0.1147156289366054,5240.21
19-12-2022,Phillip Pineda,Erica Andrews,Ford,F-150,2015,25975,0.089030031,2312.56
19-07-2022,Katie Coffey,Jennifer Cole DVM,Chevrolet,Silverado,2021,26722,0.1189094413514564,3177.5
14-04-2023,Jane Davis,Daniel Payne,Honda,Civic,2010,37210,0.068775713,2559.14
08-05-2022,Christine Ward,William Miller,Chevrolet,Silverado,2015,47748,0.071528299,3415.33
05-01-2023,Teresa Schmidt,Sarah Ferrell,Chevrolet,Silverado,2011,12333,0.099521133,1227.39
20-10-2022,Curtis Murphy,Jessica Jackson,Honda,Civic,2011,38902,0.0547801946217349,2131.06
24-12-2022,Roger Copeland,Paul Thompson,Nissan,Altima,2012,21381,0.071546142,1529.73
20-02-2023,Brian Sanchez,Janice Wilson,Nissan,Altima,2020,22132,0.1299388495639873,2875.81
04-02-2023,Morgan Ramirez,Jennifer Johnson,Toyota,Corolla,2018,45066,0.1252328938616831,5643.75
21-07-2022,James Stewart,Dr. Allison Clark,Chevrolet,Silverado,2012,43293,0.1120616918652033,4851.49
18-11-2022,Tammy Ramirez,David Lambert,Ford,F-150,2018,18848,0.058204699,1097.04
21-04-2023,Matthew Collins,Jessica Williams,Toyota,Corolla,2012,10070,0.1091766453710365,1099.41
22-06-2022,James Garrett,Christopher Ward,Ford,F-150,2011,31151,0.130496221860605,4065.09
24-07-2022,Alisha Park,Tyler Hale,Chevrolet,Silverado,2017,34691,0.1459897550663583,5064.53
15-11-2022,Jennifer Navarro,Juan Valdez,Honda,Civic,2021,14101,0.062792977,885.44
02-08-2022,Angela Clark,Michael Rodriguez,Nissan,Altima,2015,37321,0.084827189,3165.84
20-08-2022,Christopher Collins,Robert Jones,Ford,F-150,2016,42395,0.1207830275585706,5120.6
04-01-2023,Cathy Ward,Kathleen Lamb,Toyota,Corolla,2011,35728,0.094120088,3362.72
31-01-2023,Keith Pham,Melissa Grimes,Chevrolet,Silverado,2013,42246,0.1032656157270279,4362.56
31-10-2022,Karen Spencer,Tonya Willis,Chevrolet,Silverado,2022,49947,0.087017999,4346.29
03-12-2022,Heather Grant,Luis White,Honda,Civic,2022,37877,0.1386261678769105,5250.74
27-08-2022,Heather Martin,Dylan Callahan,Honda,Civic,2012,43691,0.1474911810698773,6444.04
13-04-2023,Dwayne Wright,Yolanda Murphy,Chevrolet,Silverado,2011,35562,0.1041974811593316,3705.47
07-07-2022,Mary Hill,Jeffrey Andrews,Honda,Civic,2021,10274,0.071995075,739.68
21-01-2023,Eric Stevenson,Steven Sanders,Ford,F-150,2014,41931,0.059470644,2493.66
26-04-2023,Thomas Thomas,Joel Bradley,Honda,Civic,2020,43320,0.0544877036847934,2360.41
25-07-2022,Amy Hamilton MD,Mr. Brandon Silva PhD,Chevrolet,Silverado,2011,14374,0.06679198,960.07
06-08-2022,Christopher Mcconnell,Robert Harrison,Chevrolet,Silverado,2022,30082,0.1373523973261174,4131.83
19-03-2023,Jason Heath,Cynthia Cunningham,Toyota,Corolla,2010,18026,0.082955013,1495.35
04-02-2023,Nicole Edwards,Danielle Harris,Chevrolet,Silverado,2017,46044,0.052491823,2416.93
11-01-2023,Laurie Howe,Hannah Parks,Toyota,Corolla,2016,39609,0.1174034128194782,4650.23
17-11-2022,Jesse Jackson,Steven Chavez,Ford,F-150,2018,42224,0.1290239018462313,5447.91
01-12-2022,Kaitlin Little,Gary Hall,Honda,Civic,2020,12345,0.071940235,888.1
06-05-2022,Jennifer Baxter DDS,Leslie Liu,Nissan,Altima,2019,45207,0.1133035009491572,5122.11
20-12-2022,Tina Gregory,Robert Griffin,Nissan,Altima,2013,27332,0.091926165,2512.53
12-10-2022,Michael Moss,Kelly Eaton,Nissan,Altima,2016,30085,0.0572836549424314,1723.38
28-01-2023,Paul Blake,Jeff Green,Ford,F-150,2021,21933,0.1451357983838575,3183.26
30-06-2022,Dawn Morales,Miss Rachel Anthony MD,Honda,Civic,2010,35478,0.1126677530170682,3997.23
26-04-2023,Andre Long,Lisa Salas,Ford,F-150,2019,16917,0.0511654666581063,865.57
03-06-2022,Veronica Ramirez,Jessica Garner,Honda,Civic,2022,46745,0.087916302,4109.65
18-12-2022,David Roth,Tara Simpson,Toyota,Corolla,2017,41335,0.092265658,3813.8
08-09-2022,Chad Jackson,Kelsey Fisher,Ford,F-150,2012,45041,0.089420501,4027.59
24-04-2023,Jamie Roth,Jonathan Lopez,Honda,Civic,2016,22668,0.09047079,2050.79
23-07-2022,Stephanie Hall,Laura Cobb,Toyota,Corolla,2016,33710,0.1027268362820536,3462.92
26-08-2022,Felicia Meyers,Sandra Sanchez,Honda,Civic,2020,31914,0.052936048798384,1689.4
01-01-2023,Sarah Duke MD,Karen Kerr,Ford,F-150,2021,10078,0.088755101,894.47
27-10-2022,James Smith,Courtney Carpenter,Honda,Civic,2020,33111,0.054616109,1808.39
01-01-2023,Richard Key,Kimberly Warren,Ford,F-150,2022,19039,0.094959626,1807.94
14-02-2023,Kurt Schaefer,Chelsea Davis,Chevrolet,Silverado,2017,17495,0.1120279049647393,1959.93
28-12-2022,Sara Frank,Jason Miranda,Toyota,Corolla,2017,35113,0.1330880049990414,4673.12
06-05-2022,Timothy Martin,Bailey Sullivan,Nissan,Altima,2013,26201,0.090277441,2365.36
13-07-2022,Paul Erickson,Kimberly Martinez,Ford,F-150,2016,38727,0.076611118,2966.92
07-07-2022,Patrick Sullivan,Melissa Webster,Chevrolet,Silverado,2020,22770,0.089997665,2049.25
11-06-2022,Melissa Jackson,Eric Hudson,Toyota,Corolla,2022,38017,0.090221853,3429.96
01-04-2023,Christina Coleman,David Cannon,Honda,Civic,2017,27093,0.1266021804854992,3430.03
30-04-2023,Joseph Rice,Jason Coleman,Ford,F-150,2021,10319,0.090631702,935.23
29-04-2023,Heather Jacobs,Mr. Christian Arroyo,Honda,Civic,2018,27450,0.088559086,2430.95
16-03-2023,Pamela Pace,Beth Knox,Toyota,Corolla,2011,43338,0.1318858073326799,5715.67
25-05-2022,Alyssa Allen,Pam Anderson,Chevrolet,Silverado,2014,41353,0.055330331,2288.08
13-11-2022,Jerry Gray,Vincent Espinoza,Toyota,Corolla,2020,34129,0.067072253,2289.11
26-01-2023,Jeremy Ellis,Richard Goodwin,Toyota,Corolla,2015,22328,0.098608734,2201.74
26-05-2022,Robert Harvey,Ryan Henry,Chevrolet,Silverado,2015,40277,0.1486430754159359,5986.9
13-09-2022,Erin Allen,Kyle Sullivan,Nissan,Altima,2019,24391,0.052833611,1288.66
15-05-2022,Brett Mcdaniel,Amanda Ferguson,Toyota,Corolla,2010,21118,0.1493544339625181,3154.07
12-02-2023,William Ross,Stefanie Massey,Chevrolet,Silverado,2019,13428,0.052807466,709.1
01-05-2022,Brenda Wilson,William Williams,Honda,Civic,2013,20592,0.066616438,1371.77
07-07-2022,Sara Hickman,Michelle Carpenter,Chevrolet,Silverado,2012,23153,0.1089605179805017,2522.76
05-01-2023,Brandy Arnold,Amy Lopez,Chevrolet,Silverado,2014,28949,0.1072567488536246,3104.98
09-12-2022,Joan Nguyen MD,Bridget Montgomery,Ford,F-150,2022,28950,0.088107641,2550.72
16-09-2022,Cynthia Morrison,Sarah Alvarado,Honda,Civic,2021,41896,0.056198071,2354.47
06-07-2022,Tiffany Hampton,Taylor Edwards,Honda,Civic,2018,32674,0.1374137527558233,4489.86
23-08-2022,Matthew Hudson,Jose Lee,Toyota,Corolla,2016,33373,0.077767334,2595.33
25-11-2022,Amy Scott,Javier Singleton,Chevrolet,Silverado,2022,35388,0.067693387,2395.53
29-11-2022,Tracy Boone,Morgan Rivas,Nissan,Altima,2012,46340,0.1337858923201525,6199.64
02-04-2023,Steve Wilkinson,Gary Miller,Toyota,Corolla,2015,34970,0.071123875,2487.2
13-02-2023,Willie Baker,Mark Anderson,Chevrolet,Silverado,2019,28858,0.1346921151274888,3886.95
15-09-2022,Gerald Johnson,James English,Toyota,Corolla,2021,16041,0.1336195619355805,2143.39
15-11-2022,Anthony Ross,Natalie Davis,Honda,Civic,2012,15087,0.1406993263739916,2122.73
21-08-2022,Mary Thompson,Jermaine Ashley,Nissan,Altima,2015,30503,0.061604024,1879.11
15-12-2022,Jessica Grant,Nathan Johnson,Toyota,Corolla,2020,40993,0.058600363,2402.2
07-01-2023,Herbert Brown,John Pierce,Honda,Civic,2015,10569,0.082539895,872.36
05-01-2023,Matthew Miller,Laura Schmitt,Nissan,Altima,2018,24515,0.083411345,2044.83
25-08-2022,Patrick Williamson,Hailey Wilson,Nissan,Altima,2011,22388,0.1275676661008699,2855.98
18-09-2022,Mrs. Samantha Coffey MD,Diana Perez,Toyota,Corolla,2014,48556,0.089534067,4347.42
12-03-2023,Rebecca Lewis,Dawn Mcgrath,Chevrolet,Silverado,2011,28045,0.1259920114968767,3533.45
17-10-2022,Jesse Jarvis,Logan Petersen,Nissan,Altima,2019,49035,0.091323669,4478.06
14-02-2023,Brian Bowman,Joanna Morrison,Nissan,Altima,2019,17078,0.065651176,1121.19
14-09-2022,Deborah Jacobs,Gary Smith,Chevrolet,Silverado,2018,23907,0.1135765034353395,2715.27
10-02-2023,Kelsey Clark,Heather Murphy,Toyota,Corolla,2017,30598,0.1292210149408547,3953.9
04-02-2023,Amber Ward,Ronnie Harrison,Chevrolet,Silverado,2022,31018,0.0589721729111297,1829.2
31-10-2022,Amanda Chen,Joseph Avila,Toyota,Corolla,2010,30413,0.1361138029491505,4139.63
06-06-2022,Judith Hall,Meghan Swanson,Honda,Civic,2022,35896,0.1002981999644485,3600.3
28-04-2023,Karen Moore,James Newman,Chevrolet,Silverado,2021,38197,0.1042705560538907,3982.82
03-04-2023,Phillip Ross,Michael Mathis,Ford,F-150,2019,20137,0.086888084,1749.67
10-10-2022,David Johnson,Joshua Logan,Nissan,Altima,2022,48507,0.06130879,2973.91
14-12-2022,Joshua Shaw,Christopher Gray,Nissan,Altima,2020,24901,0.1467555026265252,3654.36
02-09-2022,Kevin Black,Alexandra Fuentes,Honda,Civic,2022,32305,0.080792259,2609.99
19-04-2023,Jody Adams,Pamela White,Nissan,Altima,2019,21508,0.1451115058727606,3121.06
03-01-2023,Tracy Curry,Kevin Turner,Toyota,Corolla,2016,37295,0.08747288,3262.3
19-12-2022,Samuel Allen,James Taylor,Chevrolet,Silverado,2011,38438,0.050039391,1923.41
19-09-2022,Chase Roberts,Robert Shelton,Toyota,Corolla,2018,45191,0.069170436,3125.88
05-04-2023,Raymond Johnson,Jessica Mathews,Chevrolet,Silverado,2015,32359,0.1219036610121787,3944.68
30-10-2022,Anthony Clark,Jimmy Ewing,Honda,Civic,2019,33855,0.0509493258950329,1724.89
04-01-2023,Jacob Williams,Jennifer Novak,Nissan,Altima,2014,34324,0.066575704,2285.14
18-10-2022,William Anderson,Anthony Willis,Honda,Civic,2011,32397,0.073197386,2371.38
25-05-2022,Cathy Stanley,Shelby Collins,Honda,Civic,2010,48366,0.1210141659340819,5852.97
12-12-2022,Victoria Gonzales MD,Elizabeth Mcguire,Toyota,Corolla,2017,15119,0.055617885,840.89
20-03-2023,Valerie Rose,Michael Lopez,Toyota,Corolla,2013,29434,0.083042258,2444.27
27-09-2022,Herbert Diaz,Julie Greer,Toyota,Corolla,2021,29428,0.087767134,2582.81
23-08-2022,John Petty,Mary Spencer,Toyota,Corolla,2011,30492,0.1320301572963701,4025.86
01-03-2023,Cheryl Shelton,Kiara Brown,Chevrolet,Silverado,2020,28442,0.066342174,1886.9
07-01-2023,Lauren Manning,Kenneth Thomas,Ford,F-150,2019,38979,0.1289444352667532,5026.13
24-10-2022,Logan Johnson,George Smith,Toyota,Corolla,2019,25238,0.075049961,1894.11
31-12-2022,Jared Curtis,Danny Rodgers,Nissan,Altima,2010,13114,0.1208431417486683,1584.74
20-11-2022,Carla Morgan,Crystal Chase,Honda,Civic,2016,33977,0.1200962691865321,4080.51
17-03-2023,Michael Rodriguez,Sean King,Honda,Civic,2013,44018,0.085118477,3746.75
